qzyzcmx,A,429000,20,Wrong Answer
yyz,A,429000,20,Wrong Answer
markding,A,430000,50,Wrong Answer
肖一鸣,A,431000,20,Wrong Answer
nyyjshcz,A,434000,30,Wrong Answer
jiangyiyang,A,435000,100,Accepted
jk123,A,436000,20,Wrong Answer
cyq,A,439000,50,Wrong Answer
hank0402,A,441000,20,Wrong Answer
kjh,A,443000,20,Wrong Answer
qzyzzgc,A,448000,50,Wrong Answer
nyyjshcz,A,450000,50,Wrong Answer
Liuooo,A,451000,30,Wrong Answer
强强,A,455000,50,Wrong Answer
Huangjunrui,A,456000,50,Wrong Answer
yyz,A,469000,20,Wrong Answer
wtxwd,A,470000,20,Wrong Answer
markding,A,472000,50,Wrong Answer
何浩鲲,A,475000,50,Wrong Answer
强强,A,479000,50,Wrong Answer
DL24zhangyixin,A,483000,0,Runtime Error
zhengjinyi,A,488000,20,Runtime Error
jk123,A,488000,50,Wrong Answer
zzy0618,A,493000,50,Wrong Answer
zhangce,A,497000,100,Accepted
dyt_dirt,A,503000,20,Wrong Answer
hexuben,A,505000,50,Wrong Answer
xyh,A,505000,100,Accepted
武川翔,A,509000,50,Wrong Answer
hepeidong,B,509000,1,Wrong Answer
肖皓天,A,512000,20,Wrong Answer
QAQfj5,A,517000,100,Accepted
HL_CZY,A,524000,20,Wrong Answer
罗一航,A,530000,50,Wrong Answer
ljy_xc,A,534000,50,Wrong Answer
liyuze,A,547000,20,Wrong Answer
yyz,A,547000,20,Wrong Answer
jk123,A,550000,50,Wrong Answer
Harry,A,554000,100,Accepted
qwqwq,B,554000,1,Wrong Answer
kjh,A,555000,20,Wrong Answer
wtxwd,A,557000,50,Wrong Answer
leoair,C,560000,0,Time Limit Exceeded
qzyzzgc,A,560000,50,Wrong Answer
武川翔,A,563000,20,Wrong Answer
Huangjunrui,A,565000,50,Wrong Answer
niusiyuan,A,569000,0,Wrong Answer
yinhaowei1205,A,574000,50,Wrong Answer
zhangzihan_Yuuki Asuna,A,575000,0,Runtime Error
cpz0342,A,578000,50,Wrong Answer
Zhaozhuoxi,A,582000,20,Wrong Answer
Liuooo,A,582000,30,Wrong Answer
肖皓天,A,585000,50,Runtime Error
leoair,C,590000,0,Wrong Answer
huangweiliang,A,590000,20,Wrong Answer
金弋帆,A,593000,20,Wrong Answer
zhangzihan_Yuuki Asuna,A,593000,20,Wrong Answer
zhengjinyi,A,595000,50,Wrong Answer
niusiyuan,A,597000,50,Wrong Answer
songzhihan,A,599000,20,Wrong Answer
袁瑞擎,A,601000,50,Wrong Answer
linmou,A,612000,50,Wrong Answer
leoair,C,634000,0,Runtime Error
yaoyanfeng,E,637000,18,Wrong Answer
cyq,A,638000,100,Accepted
hjj,A,639000,50,Wrong Answer
yinhaowei1205,A,646000,50,Wrong Answer
leoair,C,647000,100,Accepted
武川翔,A,652000,20,Wrong Answer
hank0402,A,658000,100,Accepted
nyyjshcz,A,665000,100,Accepted
guoliyuzs_2023,A,667000,50,Wrong Answer
罗一航,A,669000,50,Wrong Answer
hexuben,A,676000,100,Accepted
何浩鲲,A,683000,50,Wrong Answer
陈邑宁,A,692000,50,Wrong Answer
qwqwq,B,692000,100,Accepted
强强,A,694000,100,Accepted
ycn,A,695000,20,Wrong Answer
sunjunhao,B,696000,1,Wrong Answer
docxjun,B,703000,1,Wrong Answer
zzy0618,A,705000,100,Accepted
刘添乐,A,706000,0,Wrong Answer
niusiyuan,A,712000,50,Wrong Answer
Liuooo,A,713000,50,Wrong Answer
曾浩,A,716000,50,Wrong Answer
HBYoutze,B,717000,1,Wrong Answer
jk123,A,720000,50,Wrong Answer
kjh,A,721000,20,Wrong Answer
duchengzhu2008,A,722000,50,Wrong Answer
leiyuhao,A,725000,20,Wrong Answer
fangzichang,B,732000,1,Wrong Answer
肖一鸣,A,733000,20,Wrong Answer
武川翔,A,733000,20,Wrong Answer
zhangchengrui,B,735000,1,Wrong Answer
weiyumo,B,735000,20,Time Limit Exceeded
wmyr,A,738000,100,Accepted
Zhaozhuoxi,A,744000,20,Wrong Answer
武川翔,A,750000,50,Wrong Answer
yaoyanfeng,E,752000,40,Wrong Answer
ini,A,752000,20,Runtime Error
肖一鸣,A,755000,100,Accepted
xieruyu,A,758000,100,Accepted
zhangchengrui,B,760000,0,Wrong Answer
ljy_xc,A,760000,50,Wrong Answer
markding,A,763000,100,Accepted
张恺瑄,A,767000,20,Wrong Answer
lyxhsx,B,769000,1,Wrong Answer
linmou,A,772000,100,Accepted
Huangjunrui,A,782000,100,Accepted
zhangzihan_Yuuki Asuna,A,785000,0,Compile Error
huangweiliang,A,789000,20,Wrong Answer
hjj,A,791000,50,Wrong Answer
ini,A,794000,50,Wrong Answer
zhengjinyi,A,795000,50,Wrong Answer
PhirainEX,A,798000,20,Wrong Answer
error,A,808000,50,Wrong Answer
yyz,A,811000,50,Wrong Answer
陈邑宁,A,811000,100,Accepted
HBYoutze,B,818000,1,Wrong Answer
liyuze,A,818000,100,Accepted
lyxhsx,B,820000,1,Wrong Answer
ljy_xc,A,820000,100,Accepted
zhangzihan_Yuuki Asuna,A,820000,20,Wrong Answer
DL24zhangyixin,A,820000,50,Wrong Answer
luyuyang,C,821000,100,Accepted
何楷文,A,821000,0,Compile Error
leiyuhao,A,821000,0,Compile Error
wtxwd,A,827000,50,Wrong Answer
huangweiliang,A,829000,20,Wrong Answer
Nihachu,B,831000,0,Compile Error
ini,A,832000,50,Wrong Answer
fangzichang,B,836000,1,Wrong Answer
lyxhsx,B,838000,1,Wrong Answer
王佳翔,A,840000,50,Wrong Answer
wxy2010,E,842000,5,Wrong Answer
legendcn,A,845000,50,Wrong Answer
HL_CZY,A,846000,20,Wrong Answer
DL24luchengxiang,A,847000,100,Accepted
杨育安,A,847000,30,Runtime Error
张恺瑄,A,849000,20,Wrong Answer
ycn,A,852000,50,Wrong Answer
QAQfj5,B,854000,1,Wrong Answer
Liuooo,A,855000,50,Wrong Answer
Nihachu,B,855000,1,Wrong Answer
cpz0342,A,857000,50,Wrong Answer
何楷文,A,858000,50,Wrong Answer
xyh,B,860000,1,Wrong Answer
yinhaowei1205,A,863000,50,Wrong Answer
杨育安,A,865000,100,Accepted
leiyuhao,A,867000,20,Wrong Answer
武川翔,A,870000,50,Wrong Answer
QAQfj5,B,870000,1,Wrong Answer
QZ1Z-CQR,A,871000,100,Accepted
许文渊,A,872000,0,Runtime Error
zhangchengrui,B,874000,1,Wrong Answer
XUSJ,B,879000,20,Time Limit Exceeded
袁瑞擎,A,879000,50,Wrong Answer
huyanxin,A,880000,50,Wrong Answer
tyb,A,882000,50,Wrong Answer
legendcn,A,886000,50,Wrong Answer
HBYoutze,B,900000,1,Wrong Answer
huyanxin,A,906000,50,Wrong Answer
ycn,A,906000,50,Wrong Answer
dyt_dirt,A,907000,20,Runtime Error
唐宁泽,A,915000,20,Wrong Answer
许文渊,A,923000,0,Runtime Error
xiaoshu2010,A,925000,50,Wrong Answer
hexuben,B,929000,1,Wrong Answer
sunjunhao,B,929000,1,Wrong Answer
xieruyu,C,935000,0,Wrong Answer
xyh,B,939000,1,Wrong Answer
snowycat1234,A,939000,100,Accepted
guoliyuzs_2023,A,952000,50,Wrong Answer
maguangxian,B,956000,1,Wrong Answer
duchengzhu2008,A,958000,20,Wrong Answer
金弋帆,A,961000,0,Compile Error
曾浩,A,962000,100,Accepted
cyq,B,962000,1,Wrong Answer
许文渊,A,966000,0,Runtime Error
leiyuhao,A,968000,20,Wrong Answer
kjh,A,974000,20,Wrong Answer
qwqwq,C,979000,100,Accepted
ywz,D,981000,30,Wrong Answer
许文渊,A,985000,50,Wrong Answer
xiaoshu2010,A,986000,100,Accepted
金弋帆,A,987000,20,Wrong Answer
qzyzcmx,A,990000,50,Wrong Answer
zhangce,B,991000,1,Wrong Answer
tjy,B,994000,1,Wrong Answer
jyy0806,A,999000,20,Wrong Answer
张嘉祥,C,999000,100,Accepted
夏天天,C,1000000,0,Wrong Answer
PhirainEX,A,1000000,50,Wrong Answer
杨育安,B,1002000,1,Wrong Answer
Harry,B,1003000,1,Wrong Answer
deyi,A,1004000,50,Wrong Answer
张恺瑄,A,1008000,50,Time Limit Exceeded
duchengzhu2008,A,1016000,100,Accepted
leoair,D,1016000,0,Wrong Answer
gty314159,A,1021000,100,Accepted
error,A,1022000,50,Wrong Answer
PhirainEX,A,1028000,50,Wrong Answer
xieruyu,C,1031000,0,Wrong Answer
傅凌龙,A,1031000,20,Wrong Answer
cyq,B,1031000,1,Wrong Answer
夏天天,A,1035000,20,Wrong Answer
maguangxian,B,1035000,100,Accepted
ywz,D,1037000,100,Accepted
肖皓天,A,1039000,50,Wrong Answer
PhirainEX,A,1042000,20,Wrong Answer
jk123,B,1045000,1,Wrong Answer
wtxwd,A,1047000,100,Accepted
Zhaozhuoxi,A,1050000,20,Wrong Answer
kjh,A,1052000,50,Wrong Answer
jiazijian,A,1053000,50,Wrong Answer
许文渊,A,1054000,50,Wrong Answer
xieruyu,C,1055000,100,Accepted
傅凌龙,B,1059000,1,Wrong Answer
songzhihan,A,1064000,50,Wrong Answer
susieli,B,1065000,1,Wrong Answer
武川翔,A,1065000,50,Wrong Answer
huangweiliang,A,1065000,20,Wrong Answer
金弋帆,A,1076000,0,Compile Error
QAQfj5,B,1078000,1,Time Limit Exceeded
cyq,B,1081000,1,Wrong Answer
郑宇,A,1081000,50,Wrong Answer
Liuooo,A,1083000,0,Compile Error
zhangzihan_Yuuki Asuna,A,1086000,20,Wrong Answer
qzyzzgc,B,1088000,1,Wrong Answer
hutianshuo,B,1094000,1,Wrong Answer
金弋帆,A,1094000,20,Wrong Answer
Liuooo,A,1094000,50,Wrong Answer
HL_CZY,A,1100000,20,Wrong Answer
HLOI_3_P045,A,1101000,20,Wrong Answer
zhangchengrui,B,1105000,1,Time Limit Exceeded
PhirainEX,A,1105000,100,Accepted
唐宁泽,A,1108000,20,Wrong Answer
cyq,B,1112000,1,Wrong Answer
zhangzihan_Yuuki Asuna,A,1115000,20,Wrong Answer
hutianshuo,E,1116000,0,Wrong Answer
高兴的高,A,1117000,100,Accepted
legendcn,A,1117000,50,Wrong Answer
zhangce,B,1118000,1,Wrong Answer
何楷文,A,1120000,100,Accepted
qzyzcmx,A,1126000,0,Compile Error
hutianshuo,E,1132000,0,Wrong Answer
weiyumo,A,1133000,20,Wrong Answer
qzyzcmx,A,1136000,50,Wrong Answer
jk123,A,1146000,50,Wrong Answer
hutianshuo,B,1146000,1,Wrong Answer
songzhihan,A,1163000,50,Wrong Answer
niusiyuan,A,1163000,20,Wrong Answer
wtxwd,B,1170000,1,Wrong Answer
Liuooo,A,1172000,50,Wrong Answer
leiyuhao,A,1179000,20,Wrong Answer
nyyjshcz,B,1183000,1,Wrong Answer
kjh,A,1184000,50,Wrong Answer
luyuyang,B,1186000,1,Wrong Answer
qhj,B,1188000,100,Accepted
DL24zhangyixin,A,1197000,20,Wrong Answer
hexuben,B,1198000,1,Wrong Answer
zhangzihan_Yuuki Asuna,A,1202000,0,Wrong Answer
zhangce,B,1204000,1,Wrong Answer
武川翔,A,1206000,100,Accepted
chendingyan,B,1207000,20,Time Limit Exceeded
金弋帆,A,1209000,20,Runtime Error
许文渊,A,1209000,50,Wrong Answer
tiaotiao2011,B,1218000,1,Wrong Answer
lyxhsx,B,1222000,1,Wrong Answer
HL_CZY,A,1223000,100,Accepted
Liuooo,A,1225000,50,Wrong Answer
Nihachu,B,1229000,1,Wrong Answer
xyh,B,1232000,1,Wrong Answer
唐宁泽,A,1239000,100,Accepted
huyanxin,A,1243000,20,Wrong Answer
QAQfj5,B,1244000,1,Time Limit Exceeded
何浩鲲,A,1245000,100,Accepted
_FJqwq,B,1246000,1,Wrong Answer
songzhihan,A,1247000,50,Wrong Answer
Zhaozhuoxi,A,1249000,20,Wrong Answer
legendcn,A,1253000,20,Wrong Answer
陈邑宁,B,1255000,1,Wrong Answer
Nihachu,B,1261000,100,Accepted
zzy0618,B,1266000,1,Wrong Answer
songhaoyu,A,1266000,20,Wrong Answer
huangweiliang,A,1266000,20,Wrong Answer
kjh,A,1277000,50,Wrong Answer
何楷文,B,1283000,0,Compile Error
niusiyuan,A,1293000,20,Wrong Answer
何楷文,B,1310000,1,Wrong Answer
yinhaowei1205,A,1314000,20,Wrong Answer
nyyjshcz,B,1314000,1,Wrong Answer
刘子墨,A,1316000,20,Wrong Answer
leoair,D,1323000,0,Wrong Answer
wuxian,A,1328000,20,Runtime Error
Zhaozhuoxi,A,1334000,20,Wrong Answer
何楷文,B,1336000,1,Wrong Answer
huangweiliang,A,1339000,20,Wrong Answer
金弋帆,A,1341000,20,Wrong Answer
legendcn,A,1343000,100,Accepted
张嘉祥,A,1344000,50,Wrong Answer
leoair,D,1346000,0,Wrong Answer
zhangce,B,1347000,1,Wrong Answer
Liuooo,A,1352000,50,Wrong Answer
xieruyu,B,1354000,1,Wrong Answer
dyt_dirt,A,1354000,50,Runtime Error
_FJqwq,B,1356000,1,Wrong Answer
luyuyang,B,1358000,1,Wrong Answer
huyanxin,A,1359000,20,Wrong Answer
QAQfj5,B,1362000,100,Accepted
dyt_dirt,A,1369000,100,Accepted
Harry,B,1373000,1,Wrong Answer
肖一鸣,B,1373000,1,Wrong Answer
HBYoutze,B,1378000,1,Wrong Answer
huyanxin,A,1380000,20,Wrong Answer
HL_CZY,B,1380000,1,Wrong Answer
deyi,A,1381000,50,Wrong Answer
郑宇,A,1384000,50,Wrong Answer
qzyzcmx,A,1394000,100,Accepted
zhangchengrui,B,1406000,1,Wrong Answer
qwqwq,D,1406000,30,Wrong Answer
hjj,A,1407000,20,Wrong Answer
weiyumo,E,1408000,0,Wrong Answer
wuxian,A,1410000,20,Wrong Answer
_FJqwq,B,1411000,1,Wrong Answer
zzy0618,B,1413000,1,Wrong Answer
jiazijian,A,1414000,100,Accepted
qzyzzgc,A,1416000,50,Wrong Answer
leiyuhao,A,1417000,20,Wrong Answer
Liuooo,A,1417000,50,Wrong Answer
liruoxin,A,1420000,50,Runtime Error
kjh,A,1422000,50,Wrong Answer
cpz0342,B,1426000,1,Wrong Answer
sunjunhao,C,1431000,100,Accepted
HL_CZY,B,1435000,1,Wrong Answer
QZ1Z-CQR,C,1435000,0,Wrong Answer
hjj,A,1435000,100,Accepted
liruoxin,A,1437000,50,Wrong Answer
yinhaowei1205,A,1437000,50,Wrong Answer
肖一鸣,B,1441000,1,Wrong Answer
jk123,B,1445000,1,Wrong Answer
HLOI_3_P045,A,1446000,100,Accepted
hexuben,B,1449000,1,Wrong Answer
ini,A,1450000,100,Accepted
zhangce,B,1452000,1,Wrong Answer
jk123,B,1461000,1,Wrong Answer
huyanxin,A,1469000,20,Wrong Answer
郑宇,A,1472000,100,Accepted
HBYoutze,B,1475000,100,Accepted
DL24zhangyixin,A,1476000,100,Accepted
huyanxin,A,1484000,50,Wrong Answer
tjy,B,1488000,1,Wrong Answer
niusiyuan,A,1497000,50,Wrong Answer
leiyuhao,A,1508000,50,Wrong Answer
cyq,C,1509000,100,Accepted
_FJqwq,B,1510000,20,Wrong Answer
张恺瑄,B,1510000,20,Time Limit Exceeded
何楷文,B,1512000,1,Wrong Answer
songhaoyu,B,1515000,0,Wrong Answer
方子豪,A,1521000,0,Compile Error
ljy_xc,B,1524000,60,Wrong Answer
yinhaowei1205,A,1527000,50,Wrong Answer
刘添乐,A,1529000,30,Wrong Answer
何楷文,B,1531000,1,Wrong Answer
hutianshuo,B,1532000,1,Wrong Answer
陈邑宁,B,1535000,100,Accepted
方子豪,A,1538000,0,Compile Error
肖皓天,A,1539000,50,Wrong Answer
leoair,A,1541000,50,Wrong Answer
kjh,A,1543000,20,Wrong Answer
张嘉祥,A,1547000,100,Accepted
legendcn,B,1562000,0,Compile Error
_FJqwq,B,1564000,100,Accepted
legendcn,B,1572000,1,Wrong Answer
Liuooo,A,1581000,50,Wrong Answer
Harry,B,1584000,1,Wrong Answer
方子豪,A,1586000,20,Runtime Error
肖一鸣,B,1589000,1,Wrong Answer
liruoxin,A,1593000,50,Wrong Answer
docxjun,C,1593000,0,Time Limit Exceeded
leoair,A,1600000,50,Wrong Answer
kjh,A,1601000,100,Accepted
leiyuhao,A,1601000,100,Accepted
王佳翔,A,1603000,20,Wrong Answer
guoliyuzs_2023,A,1604000,100,Accepted
niusiyuan,A,1617000,100,Accepted
cpz0342,B,1623000,1,Wrong Answer
chendingyan,A,1625000,20,Wrong Answer
nyyjshcz,B,1628000,1,Wrong Answer
yyz,A,1636000,50,Wrong Answer
许文渊,A,1644000,100,Accepted
hexuben,B,1651000,100,Accepted
luyuyang,B,1652000,100,Accepted
ljy_xc,B,1654000,100,Accepted
jk123,A,1659000,50,Wrong Answer
susieli,B,1659000,100,Accepted
zhangchengrui,B,1666000,1,Wrong Answer
Liuooo,A,1668000,50,Wrong Answer
qhj,C,1668000,100,Accepted
张恺瑄,A,1668000,50,Wrong Answer
刘添乐,A,1673000,30,Wrong Answer
QZ1Z-CQR,C,1674000,0,Wrong Answer
docxjun,C,1677000,0,Time Limit Exceeded
QAQfj5,C,1680000,0,Wrong Answer
maguangxian,C,1681000,100,Accepted
许文渊,A,1690000,50,Runtime Error
MerlinLee,B,1690000,1,Time Limit Exceeded
许文渊,A,1704000,100,Accepted
H2ptimize,A,1705000,0,Runtime Error
袁瑞擎,B,1708000,20,Time Limit Exceeded
linmou,B,1714000,1,Wrong Answer
tiaotiao2011,B,1724000,1,Wrong Answer
zzy0618,B,1725000,1,Wrong Answer
Harry,B,1726000,60,Wrong Answer
docxjun,C,1731000,100,Accepted
jiangyiyang,B,1737000,1,Wrong Answer
nyyjshcz,B,1742000,1,Wrong Answer
sunjunhao,D,1742000,9,Wrong Answer
Liuooo,A,1742000,50,Wrong Answer
Zhaozhuoxi,A,1749000,50,Wrong Answer
Huangjunrui,B,1750000,100,Accepted
_FJqwq,C,1753000,100,Accepted
刘添乐,A,1757000,30,Wrong Answer
linmou,B,1759000,1,Wrong Answer
jiangyiyang,B,1763000,1,Wrong Answer
Liuooo,A,1764000,50,Wrong Answer
sunjunhao,D,1767000,0,Wrong Answer
方子豪,A,1769000,20,Runtime Error
xieruyu,B,1779000,60,Wrong Answer
weiyumo,A,1780000,20,Wrong Answer
Harry,B,1782000,100,Accepted
肖一鸣,B,1783000,100,Accepted
陈邑宁,C,1785000,0,Wrong Answer
QAQfj5,C,1789000,100,Accepted
Liuooo,A,1796000,50,Wrong Answer
zhengjinyi,A,1804000,50,Wrong Answer
刘子墨,A,1807000,20,Runtime Error
方子豪,A,1809000,0,Compile Error
lyxhsx,B,1810000,1,Wrong Answer
jiangyiyang,B,1812000,1,Wrong Answer
罗一航,A,1816000,50,Wrong Answer
niusiyuan,B,1819000,1,Wrong Answer
刘子墨,A,1824000,20,Runtime Error
cpz0342,B,1825000,100,Accepted
wmyr,C,1828000,0,Wrong Answer
nyyjshcz,B,1831000,1,Wrong Answer
PhirainEX,B,1840000,1,Wrong Answer
Nihachu,A,1846000,100,Accepted
zzy0618,B,1847000,100,Accepted
刘添乐,A,1854000,50,Wrong Answer
nyyjshcz,B,1859000,1,Wrong Answer
曾浩,B,1859000,20,Wrong Answer
刘子墨,A,1863000,20,Runtime Error
王佳翔,A,1864000,50,Wrong Answer
jk123,B,1868000,1,Wrong Answer
Liuooo,A,1870000,50,Wrong Answer
张恺瑄,A,1874000,50,Wrong Answer
luyuyang,D,1891000,9,Wrong Answer
曾浩,B,1894000,20,Time Limit Exceeded
hank0402,B,1895000,100,Accepted
ycn,A,1896000,100,Accepted
DL24luchengxiang,B,1900000,100,Accepted
jiangyiyang,B,1905000,1,Wrong Answer
yangbowen,A,1907000,20,Runtime Error
ywz,C,1909000,100,Accepted
zhangchengrui,C,1919000,0,Wrong Answer
kjh,C,1927000,0,Wrong Answer
tiaotiao2011,B,1929000,100,Accepted
刘添乐,A,1932000,100,Accepted
hexuben,C,1938000,100,Accepted
sunjunhao,D,1947000,0,Wrong Answer
deyi,A,1948000,50,Wrong Answer
jyy0806,B,1962000,1,Wrong Answer
zhengjinyi,A,1962000,50,Wrong Answer
zhangchengrui,C,1977000,100,Accepted
Liuooo,A,1980000,50,Wrong Answer
ycn,B,1983000,1,Wrong Answer
fangzichang,C,1987000,0,Wrong Answer
liruoxin,A,1995000,100,Accepted
zhangzihan_Yuuki Asuna,B,2000000,1,Time Limit Exceeded
wmyr,C,2007000,0,Compile Error
夏天天,B,2011000,1,Time Limit Exceeded
袁瑞擎,B,2012000,20,Time Limit Exceeded
H2ptimize,B,2013000,1,Wrong Answer
xiaoshu2010,C,2014000,100,Accepted
nyyjshcz,B,2018000,1,Time Limit Exceeded
_FJqwq,D,2022000,0,Wrong Answer
sunjunhao,D,2024000,0,Wrong Answer
xieruyu,B,2026000,1,Wrong Answer
wmyr,C,2028000,0,Wrong Answer
PhirainEX,B,2037000,100,Accepted
_FJqwq,D,2040000,0,Wrong Answer
Zhaozhuoxi,B,2047000,20,Time Limit Exceeded
xieruyu,B,2050000,1,Wrong Answer
jiangyiyang,B,2056000,1,Wrong Answer
罗一航,A,2061000,50,Wrong Answer
MerlinLee,A,2062000,20,Wrong Answer
yaoyanfeng,E,2063000,100,Accepted
leoair,B,2065000,1,Wrong Answer
刘添乐,B,2066000,1,Wrong Answer
linmou,B,2071000,1,Wrong Answer
jk123,A,2072000,100,Accepted
何浩鲲,B,2074000,0,Wrong Answer
hexuben,D,2077000,0,Wrong Answer
Liuooo,A,2078000,100,Accepted
何楷文,B,2087000,1,Wrong Answer
H2ptimize,A,2093000,0,Runtime Error
leoair,B,2093000,1,Wrong Answer
docxjun,B,2094000,100,Accepted
xieruyu,B,2096000,100,Accepted
ljy_xc,C,2097000,100,Accepted
hjj,B,2099000,1,Time Limit Exceeded
huangshiyu,A,2108000,50,Wrong Answer
陈邑宁,C,2108000,0,Wrong Answer
nyyjshcz,B,2109000,1,Wrong Answer
huyanxin,B,2114000,1,Time Limit Exceeded
qwqwq,D,2119000,100,Accepted
linmou,B,2122000,0,Compile Error
何浩鲲,B,2123000,1,Wrong Answer
张嘉祥,B,2130000,1,Wrong Answer
deyi,A,2132000,50,Wrong Answer
H2ptimize,A,2132000,100,Accepted
linmou,B,2138000,0,Compile Error
傅凌龙,B,2138000,20,Time Limit Exceeded
huangshiyu,A,2149000,50,Wrong Answer
HL_CZY,C,2158000,100,Accepted
BruceTong,A,2160000,20,Wrong Answer
linmou,B,2162000,1,Wrong Answer
leoair,B,2163000,1,Wrong Answer
snowycat1234,B,2167000,1,Wrong Answer
hepeidong,C,2172000,100,Accepted
hjj,B,2178000,20,Time Limit Exceeded
error,B,2178000,1,Wrong Answer
袁瑞擎,B,2180000,100,Accepted
夏天天,A,2187000,20,Wrong Answer
yangbowen,A,2192000,50,Wrong Answer
_FJqwq,D,2196000,100,Accepted
deyi,A,2207000,50,Wrong Answer
fangzichang,C,2213000,0,Wrong Answer
hexuben,E,2216000,0,Judgement Failed
nyyjshcz,B,2217000,1,Wrong Answer
songhaoyu,B,2230000,1,Wrong Answer
Zhaozhuoxi,B,2233000,1,Time Limit Exceeded
张嘉祥,B,2234000,1,Wrong Answer
XUSJ,F,2236000,30,Time Limit Exceeded
nyyjshcz,B,2243000,20,Time Limit Exceeded
肖一鸣,C,2250000,100,Accepted
wtxwd,B,2251000,1,Time Limit Exceeded
huangweiliang,C,2256000,0,Wrong Answer
夏天天,A,2258000,100,Accepted
qzyzzgc,A,2264000,50,Wrong Answer
qwqwq,E,2264000,0,Wrong Answer
luyuyang,D,2264000,30,Wrong Answer
wtxwd,B,2276000,1,Time Limit Exceeded
HLOI_3_P045,B,2278000,1,Wrong Answer
QAQfj5,D,2280000,9,Wrong Answer
曾浩,B,2294000,20,Time Limit Exceeded
陈邑宁,C,2296000,100,Accepted
wtxwd,B,2306000,1,Wrong Answer
xyh,B,2322000,60,Wrong Answer
张智淏,A,2325000,100,Accepted
QZ1Z-CQR,D,2335000,30,Wrong Answer
jiazijian,B,2348000,1,Wrong Answer
tjy,A,2349000,50,Wrong Answer
zzy0618,C,2350000,100,Accepted
BruceTong,A,2350000,20,Wrong Answer
何楷文,B,2351000,1,Wrong Answer
H2ptimize,B,2354000,1,Wrong Answer
Liuooo,B,2359000,1,Wrong Answer
zlj6699tt,B,2362000,1,Wrong Answer
jk123,B,2366000,1,Wrong Answer
linmou,B,2366000,100,Accepted
zhangce,B,2368000,1,Wrong Answer
傅凌龙,A,2375000,50,Wrong Answer
xieruyu,D,2378000,0,Wrong Answer
zhangzihan_Yuuki Asuna,A,2383000,20,Wrong Answer
cyq,B,2385000,1,Wrong Answer
xieruyu,D,2390000,9,Wrong Answer
肖皓天,B,2402000,1,Wrong Answer
leoair,B,2402000,60,Wrong Answer
